妈妈	221
伤	222
声道	223
口气	224
一步	225
奔	226
早已	227
儿子	228
人物	229
寺	230
义父	231
内功	232
左冷禅	233
正	234
神功	235
住	236
叹	237
掌	238
此事	239
一会	240
抓	241
听得	242
头	243
老人家	244
冷笑	245
英雄	246
缓缓	247
旁	248
言语	249
一齐	250
抱	251
转身	252
高	253
送	254
抢	255
心道	256
雪山	257
张三丰	258
寻思	259
丁春秋	260
几个	261
年纪	262
一掌	263
太	264
丁珰	265
之声	266
未必	267
忍不住	268
气	269
神色	270
外	271
多半	272
三个	273
包不同	274
手指	275
嗤	276
掌门人	277
放	278
这是	279
随即	280
白万剑	281
眼前	282
怒道	283
群雄	284
终于	285
只不过	286
丝毫	287
齐声	288
一只	289
不及	290
脸色	291
一名	292
星宿	293
之外	294
石清	295
只得	296
已然	297
灭绝师太	298
写	299
两名	300
无忌	301
大伙儿	302
跳	303
令	304
真的	305
手掌	306
肩头	307
得罪	308
成	309
鲜血	310
手臂	311
只须	312
钟灵	313
眼睛	314
实在	315
师娘	316
早	317
武当派	318
之际	319
中原	320
心	321
提起	322
取出	323
穴	324
俞莲舟	325
难以	326
皆	327
满脸	328
似	329
实	330
余沧海	331
岳夫人	332
几句话	333
砍	334
怔	335
坐在	336
僧	337
父亲	338
酒	339
奇怪	340
小昭	341
这件	342
女儿	343
受伤	344
四人	345
多谢	346
西夏	347
张	348
命	349
一位	350
一块	351
微微	352
半晌	353
一张	354
名字	355
身后	356
欢喜	357
群豪	358
爷爷	359
掷	360
一件	361
显是	362
撞	363
武当	364
回来	365
没法	366
说不定	367
无不	368
长老	369
鳄神	370
上前	371
模样	372
盼	373
一口	374
暗暗	375
保定	376
青城派	377
不好	378
大喜	379
欲	380
金花婆婆	381
口中	382
干什么	383
哈哈大笑	384
谢烟客	385
童姥	386
好生	387
晚辈	388
怀中	389
一股	390
答允	391
退	392
师	393
丁不四	394
体内	395
姓	396
练	397
手腕	398
指点	399
辟邪	400
向来	401
动	402
扑	403
公子	404
转	405
片刻	406
孩儿	407
可惜	408
身前	409
左	410
门下	411
东西	412
刀	413
哪知	414
兀自	415
其时	416
重伤	417
东方不败	418
尼姑	419
峨嵋派	420
阿碧	421
功力	422
开	423
身旁	424
两	425
躬身	426
那日	427
前来	428
转头	429
世上	430
柄	431
怎能	432
孩子	433
僧人	434
踢	435
不愿	436
生死	437
镖局	438
乱	439
桃谷六仙	440
父母	441
招数	442
衣衫	443
背上	444
姊姊	445
高僧	446
决计	447
杀人	448
声	449
哥哥	450
石壁	451
段延庆	452
露出	453
门	454
害死	455
姊	456
殷梨亭	457
渐渐	458
一根	459
未	460
日后	461
小姐	462
闵柔	463
答应	464
逼	465
这人	466
手下	467
乌老大	468
令狐师兄	469
身边	470
远远	471
这句	472
史婆婆	473
下山	474
吩咐	475
当日	476
敝	477
一生	478
大汉	479
心头	480
脸	481
佩服	482
几下	483
一动	484
那人	485
冲虚	486
听说	487
爱	488
昆仑	489
脚步	490
周颠	491
总	492
回去	493
料想	494
第一	495
段公子	496
微微一笑	497
小人	498
尽数	499
走出	500
韦一笑	501
四个	502
不许	503
一日	504
目光	505
风	506
伸出	507
回	508
武士	509
头顶	510
恶人	511
古怪	512
胡青牛	513
终究	514
躲	515
对付	516
纵身	517
确是	518
宋青书	519
刘正风	520
放在	521
干	522
只道	523
沉吟	524
报仇	525
本派	526
口	527
个个	528
回头	529
喜欢	530
几句	531
乃是	532
神情	533
俞岱岩	534
我要	535
阁下	536
拉	537
一见	538
只好	539
追	540
面前	541
头上	542
王夫人	543
衡山	544
主人	545
原	546
冷冷地	547
接	548
夫人	549
暗器	550
睡	551
小心	552
胡说八道	553
纷纷	554
竟是	555
无比	556
时辰	557
三位	558
皇帝	559
生	560
先前	561
定逸	562
隐隐	563
背后	564
陪	565
号令	566
饶	567
贝海石	568
眼光	569
一场	570
急	571
远	572
属下	573
相救	574
何太冲	575
长	576
发出	577
腰间	578
回到	579
泰山	580
范遥	581
马夫人	582
黑白子	583
咬	584
天鹰	585
行	586
背心	587
生怕	588
穿	589
身形	590
扶	591
双目	592
直	593
解药	594
屠龙刀	595
林震南	596
不想	597
向前	598
没什么	599
一把	600
一点	601
小姑娘	602
圣火	603
拍	604
丈夫	605
轻功	606
男子	607
妈	608
转过	609
马	610
剑尖	611
半分	612
好好	613
奶奶	614
无礼	615
良久	616
帝	617
位	618
飞	619
母亲	620
段	621
成昆	622
方证	623
急忙	624
早就	625
摔	626
对手	627
女童	628
颤	629
招	630
云中鹤	631
越来越	632
恨	633
取	634
好手	635
走进	636
重重	637
落	638
几步	639
大吃一惊	640
着实	641
劳德诺	642
生平	643
门外	644
表哥	645
地方	646
一路	647
武学	648
老衲	649
挺	650
掌力	651
巴天石	652
慕容公子	653
啪	654
主意	655
老子	656
这一下	657
磕头	658
纪晓芙	659
正要	660
劈	661
不便	662
甚为	663
说不出	664
一派	665
伤口	666
感激	667
无人	668
王姑娘	669
蓦地	670
哭	671
解开	672
难	673
一刀	674
桌上	675
本门	676
相貌	677
两步	678
逃	679
提	680
之色	681
忘	682
宋远桥	683
蛛儿	684
害怕	685
得知	686
公主	687
崖	688
玄慈	689
相助	690
接过	691
大为	692
担心	693
一会儿	694
娶	695
教众	696
挡	697
幸好	698
为难	699
丁不三	700
指着	701
长乐	702
钟万仇	703
用力	704
找到	705
师太	706
圆真	707
叶二娘	708
言	709
耳	710
下手	711
喝酒	712
躺	713
出口	714
寻常	715
呆	716
手上	717
朱丹臣	718
自行	719
斜	720
一口气	721
宝刀	722
呼	723
小僧	724
明明	725
尚未	726
法子	727
摸	728
全	729
仪和	730
理会	731
那姓	732
逃走	733
国	734
鹿杖客	735
师兄弟	736
要紧	737
九阳	738
风波恶	739
陆大有	740
应道	741
稍	742
客气	743
显得	744
劲力	745
行事	746
隔	747
错	748
规矩	749
敌	750
殷天正	751
不多时	752
生气	753
老人	754
这话	755
本事	756
妹子	757
李秋水	758
手法	759
走近	760
走上	761
颇为	762
大有	763
大丈夫	764
惊呼	765
女	766
更是	767
反	768
妻子	769
种种	770
干吗	771
懂	772
回答	773
剑谱	774
拜	775
快步	776
银子	777
一红	778
高明	779
已有	780
一拳	781
波斯	782
遇上	783
算	784
之情	785
令人	786
听见	787
一旁	788
小说	789
狗	790
绝技	791
一行	792
大厅	793
定然	794
峨嵋	795
一顿	796
陈友谅	797
姑苏	798
朗声	799
记得	800
破	801
得紧	802
杨不悔	803
响	804
遭	805
抛	806
相距	807
骗	808
眼中	809
厉声	810
摇	811
真气	812
岂知	813
避开	814
法	815
少	816
年轻	817
朱长龄	818
玄难	819
单刀	820
力气	821
闪避	822
小弟	823
一座	824
岂能	825
永远	826
攻	827
耶律洪基	828
打死	829
情景	830
指	831
阿绣	832
白自在	833
觉	834
施主	835
刀法	836
明知	837
凶险	838
想来	839
不易	840
放心	841
说不得	842
祖千秋	843
房中	844
莫大	845
赵钱孙	846
月	847
衣袖	848
英雄好汉	849
料到	850
厅	851
留下	852
赴	853
道人	854
那人道	855
门派	856
尸身	857
朗	858
想不到	859
道理	860
木高峰	861
丹青生	862
呼吸	863
中土	864
脑袋	865
施展	866
没想到	867
擒	868
率领	869
爬	870
传来	871
惊	872
到来	873
身受	874
徒儿	875
本教	876
邓百川	877
伸	878
讯息	879
使出	880
同门	881
高强	882
苦	883
戳	884
颈	885
子	886
推	887
老头子	888
太师父	889
剑术	890
山洞	891
余	892
相见	893
女郎	894
常遇春	895
慕容博	896
久	897
徐长老	898
拔出	899
师叔	900
委实	901
变化	902
好人	903
副	904
何等	905
小小	906
将军	907
崆峒	908
轻	909
设法	910
大怒	911
腿	912
脚下	913
求	914
双眼	915
毒手	916
苏星河	917
定静师太	918
发觉	919
异常	920
好笑	921
张松溪	922
令狐冲笑	923
数丈	924
恩师	925
盟主	926
掉	927
这一	928
各派	929
郭襄	930
四名	931
一道	932
将来	933
事情	934
占	935
清清楚楚	936
一柄	937
断	938
一身	939
周	940
岛上	941
作	942
学	943
汉人	944
头发	945
群弟子	946
捉	947
害	948
认得	949
输	950
身穿	951
了不起	952
进	953
快快	954
女人	955
心意	956
慕容氏	957
猛	958
迟	959
几声	960
凌厉	961
家	962
铁链	963
前去	964
殷离	965
方证大师	966
深厚	967
右臂	968
另有	969
信	970
右掌	971
跃起	972
两声	973
随手	974
十年	975
石中玉	976
奉	977
女弟子	978
无数	979
神剑	980
诧异	981
路	982
破绽	983
自是	984
日	985
桃根仙	986
蒙古	987
有个	988
走到	989
客店	990
经脉	991
免得	992
鹤笔翁	993
奇道	994
不致	995
招式	996
倚天剑	997
丁敏君	998
桃枝仙	999
人影	1000
放下	1001
现下	1002
数日	1003
念头	1004
黑暗	1005
武当山	1006
岳先生	1007
大惊	1008
容貌	1009
大石	1010
妙极	1011
未免	1012
门户	1013
鳄	1014
镇南王	1015
充满	1016
一对	1017
双掌	1018
尚有	1019
一凛	1020
石	1021
上山	1022
修习	1023
怒	1024
四位	1025
手足	1026
太过	1027
转念	1028
大门	1029
此言	1030
绣	1031
那位	1032
决	1033
毒药	1034
姊夫	1035
精神	1036
劝	1037
双臂	1038
完	1039
庄主	1040
鬼	1041
来历	1042
之心	1043
数十年	1044
薛	1045
全冠清	1046
摔倒	1047
心念	1048
发作	1049
加	1050
剧毒	1051
府	1052
光明	1053
相斗	1054
小腹	1055
远处	1056
说起	1057
不答	1058
运气	1059
决不能	1060
猜	1061
变	1062
日子	1063
决不会	1064
情势	1065
力道	1066
初时	1067
开口	1068
伤心	1069
犹如	1070
西域	1071
二哥	1072
瞎	1073
神医	1074
拳	1075
抱拳	1076
霎时间	1077
侠客岛	1078
一晃	1079
射	1080
洞	1081
无量	1082
插	1083
全无	1084
外人	1085
身	1086
灵鹫	1087
抬	1088
正好	1089
万万	1090
嘴	1091
百姓	1092
醒	1093
竟会	1094
斩	1095
悄悄	1096
接连	1097
非同小可	1098
之时	1099
伤势	1100
一个个	1101
全是	1102
物事	1103
这番	1104
放开	1105
比武	1106
转过身	1107
从前	1108
怎会	1109
身份	1110
传授	1111
重	1112
空智	1113
赵姑娘	1114
打开	1115
绝无	1116
霎时之间	1117
手里	1118
坐下	1119
跪下	1120
乾坤	1121
行礼	1122
分	1123
围攻	1124
胜	1125
之力	1126
木	1127
二老	1128
段氏	1129
一株	1130
额头	1131
王	1132
家伙	1133
聪明	1134
殿	1135
老僧	1136
都大锦	1137
黄钟公	1138
黑衣	1139
喇	1140
拱手	1141
脾气	1142
五人	1143
紧	1144
慕容	1145
身材	1146
寻	1147
中年	1148
不该	1149
有何	1150
修为	1151
爹	1152
之位	1153
空闻	1154
朱九真	1155
桃花仙	1156
般	1157
两只	1158
性子	1159
可不是	1160
好看	1161
一听	1162
贼	1163
难过	1164
但觉	1165
相	1166
想要	1167
老夫	1168
自知	1169
内息	1170
并未	1171
大法	1172
时分	1173
入	1174
交给	1175
内劲	1176
假	1177
法门	1178
老婆	1179
散	1180
之内	1181
门人	1182
联手	1183
收	1184
皇上	1185
段誉心	1186
钟夫人	1187
见识	1188
行走	1189
偷	1190
碰到	1191
晕	1192
落入	1193
恭恭敬敬	1194
六个	1195
戒	1196
欺侮	1197
神仙	1198
举起	1199
还礼	1200
握住	1201
低头	1202
服侍	1203
山上	1204
夫妻	1205
好处	1206
望去	1207
搭	1208
四大	1209
有如	1210
吐蕃	1211
声息	1212
血	1213
斗	1214
擒拿	1215
凌霄城	1216
几天	1217
岛主	1218
推开	1219
令狐公子	1220
离开	1221
江南	1222
叔	1223
可不	1224
不动	1225
伏	1226
挑	1227
救人	1228
宫	1229
乔帮主	1230
一家	1231
啷	1232
脱身	1233
一枚	1234
说完	1235
深	1236
苦笑	1237
所说	1238
铜牌	1239
心法	1240
人来	1241
本领	1242
泪水	1243
险些	1244
吸	1245
疼痛	1246
便宜	1247
一门	1248
一双	1249
足	1250
休息	1251
青年	1252
威力	1253
老先生	1254
六脉	1255
桃实仙	1256
坏	1257
一半	1258
碗	1259
衣服	1260
想必	1261
封	1262
左掌	1263
闻到	1264
放在心上	1265
眼下	1266
毒	1267
李四	1268
张真人	1269
布袋	1270
落地	1271
石庄主	1272
高人	1273
敌手	1274
拾起	1275
自幼	1276
练功	1277
势必	1278
抵挡	1279
一碗	1280
无色	1281
挪移	1282
秦红棉	1283
一震	1284
谢	1285
如何是好	1286
惭愧	1287
语气	1288
菩萨	1289
你别	1290
平时	1291
不明	1292
假装	1293
对不起	1294
不行	1295
而行	1296
两条	1297
得意	1298
跟随	1299
青袍	1300
算是	1301
而出	1302
不出	1303
半个	1304
动弹不得	1305
心神	1306
客	1307
鞑子	1308
桃干仙	1309
咽喉	1310
众位	1311
不理	1312
姓名	1313
感到	1314
每日	1315
片刻间	1316
一颗	1317
罢	1318
拔剑	1319
精妙	1320
哪有	1321
跪	1322
旁观	1323
疑心	1324
双足	1325
曲非烟	1326
冲儿	1327
无论如何	1328
离去	1329
通红	1330
拆	1331
喝彩	1332
四字	1333
这场	1334
一响	1335
船头	1336
船上	1337
那老僧	1338
苦头陀	1339
要害	1340
低	1341
用意	1342
右	1343
请问	1344
一处	1345
两下	1346
大夫	1347
恶贼	1348
之事	1349
糟糕	1350
何足道	1351
合十	1352
林师弟	1353
安排	1354
神	1355
左首	1356
圈子	1357
大笑	1358
自称	1359
男人	1360
松树	1361
丹田	1362
谱	1363
黄眉僧	1364
青城	1365
公冶乾	1366
男女	1367
半天	1368
刀剑	1369
买	1370
胖子	1371
赶到	1372
住口	1373
不来	1374
十余	1375
带头	1376
左子穆	1377
白世镜	1378
范蠡	1379
杂种	1380
小兄弟	1381
勉强	1382
糊涂	1383
各处	1384
小船	1385
那村	1386
烧	1387
一瞥	1388
伤人	1389
三分	1390
天	1391
船	1392
左臂	1393
屋顶	1394
一团	1395
食指	1396
察看	1397
软	1398
展开	1399
捧	1400
五个	1401
发	1402
手段	1403
三招	1404
走向	1405
光明顶	1406
朱元璋	1407
官兵	1408
这时候	1409
滚	1410
尸体	1411
瞧见	1412
贵派	1413
横	1414
叫声	1415
另一人	1416
秘笈	1417
司空玄	1418
阮星竹	1419
风清扬	1420
捏	1421
火把	1422
剑柄	1423
出言	1424
柔声道	1425
深深	1426
抢上	1427
不让	1428
君子	1429
反正	1430
俯身	1431
磕	1432
请教	1433
仪清	1434
骑	1435
挣扎	1436
回过头来	1437
不算	1438
外面	1439
续道	1440
咳嗽	1441
山	1442
杀死	1443
暗算	1444
阴毒	1445
莫声谷	1446
三僧	1447
峰	1448
骇然	1449
小丐	1450
背	1451
较量	1452
总算	1453
不小	1454
下落	1455
天下英雄	1456
之人	1457
太师	1458
令狐冲见	1459
四下	1460
剧痛	1461
变色	1462
跃	1463
脸颊	1464
大大的	1465
相交	1466
不停	1467
惊道	1468
美貌	1469
拳脚	1470
老妇	1471
戒律	1472
山谷	1473
辽国	1474
按住	1475
尴尬	1476
我家	1477
你好	1478
一头	1479
石帮主	1480
剩下	1481
一遍	1482
六大	1483
司马林	1484
文字	1485
藏	1486
迅捷	1487
怀里	1488
无力	1489
抱住	1490
呼呼	1491
暂且	1492
少室	1493
读者	1494
正自	1495
猛地	1496
四周	1497
矮	1498
轻响	1499
踏上	1500
干系	1501
这门	1502
出声	1503
老贼	1504
哪一位	1505
神态	1506
喜道	1507
上乘	1508
胸膛	1509
两派	1510
伯父	1511
公子爷	1512
崔百泉	1513
这套	1514
歇	1515
下马	1516
虚	1517
焦急	1518
商议	1519
一指	1520
尚	1521
挨	1522
插入	1523
威名	1524
领教	1525
好不好	1526
约	1527
大树	1528
自然而然	1529
脱手	1530
名叫	1531
外号	1532
山道	1533
气息	1534
意	1535
跪倒	1536
剑招	1537
葫芦	1538
觉远	1539
郡主	1540
谭婆	1541
抽出	1542
黑	1543
名头	1544
便知	1545
眼泪	1546
语音	1547
半空	1548
擒住	1549
吐露	1550
诸般	1551
这番话	1552
自尽	1553
剑士	1554
结交	1555
金毛狮	1556
上官云	1557
过得	1558
来得	1559
拜见	1560
便会	1561
一带	1562
念	1563
冤枉	1564
急道	1565
决意	1566
八个	1567
一套	1568
妇人	1569
正中	1570
嫁	1571
不服	1572
彭莹玉	1573
中国	1574
翻	1575
尸首	1576
打听	1577
噗	1578
吐	1579
之手	1580
对头	1581
二位	1582
床上	1583
开来	1584
笑容	1585
惊惶	1586
笑声	1587
身法	1588
大王	1589
福威	1590
余观主	1591
一副	1592
坏人	1593
抬头	1594
先行	1595
两字	1596
一脚	1597
左足	1598
面子	1599
二字	1600
腰	1601
拍手	1602
鞭	1603
弄	1604
击	1605
扯	1606
年	1607
思索	1608
又惊又喜	1609
恼怒	1610
今晚	1611
日月	1612
一挥	1613
壁上	1614
陛下	1615
玄寂	1616
一年	1617
只想	1618
飞身	1619
称	1620
三字	1621
呼叫	1622
察觉	1623
三名	1624
偷袭	1625
怒气	1626
义气	1627
事先	1628
侍剑	1629
有意	1630
插口	1631
之士	1632
西	1633
耳光	1634
大宋	1635
萧远山	1636
令狐冲心	1637
平一指	1638
不见得	1639
提到	1640
眉头	1641
红	1642
岁	1643
追赶	1644
发现	1645
六人	1646
且慢	1647
走开	1648
几名	1649
窗外	1650
胜过	1651
班淑娴	1652
杨莲亭	1653
跃出	1654
花	1655
凝视	1656
胜败	1657
奔到	1658
出招	1659
贤弟	1660
同道	1661
好像	1662
难当	1663
人均	1664
七十二	1665
拚	1666
雁门关	1667
谭公	1668
书	1669
坐骑	1670
路上	1671
对准	1672
送到	1673
主	1674
面目	1675
顶上	1676
换	1677
服	1678
父子	1679
还手	1680
龙岛主	1681
正派	1682
张五侠	1683
符	1684
刀白凤	1685
新	1686
没见	1687
姊妹	1688
一间	1689
已极	1690
岛	1691
风声	1692
图形	1693
次日	1694
掌法	1695
毙命	1696
一出	1697
真相	1698
一路上	1699
中毒	1700
盼望	1701
魔头	1702
数百年	1703
辈	1704
式	1705
他妈的	1706
佛门	1707
金刚	1708
火焰	1709
段誉见	1710
计无施	1711
肌肤	1712
强	1713
挺剑	1714
怎生	1715
之命	1716
贱人	1717
嗔	1718
一事	1719
跃上	1720
感	1721
天下第一	1722
余下	1723
名门	1724
西华子	1725
蓝凤凰	1726
秃笔翁	1727
不去	1728
刷	1729
茶	1730
闪身	1731
每人	1732
十余丈	1733
五派	1734
群丐	1735
陈长老	1736
田兄	1737
令狐兄	1738
令狐掌门	1739
肯	1740
四下里	1741
停	1742
干净	1743
嗒	1744
商量	1745
讲	1746
钻	1747
这姓	1748
手持	1749
犹似	1750
告知	1751
这一掌	1752
答话	1753
师门	1754
师伯	1755
秘密	1756
半空中	1757
诸人	1758
东方	1759
子弟	1760
出家	1761
猴儿	1762
枯荣	1763
夫人道	1764
发抖	1765
顺手	1766
包	1767
呛	1768
死尸	1769
好汉	1770
一手	1771
方位	1772
不语	1773
相互	1774
暗想	1775
喉头	1776
本因	1777
表妹	1778
诸保昆	1779
费彬	1780
判官笔	1781
月光	1782
空	1783
微一	1784
相会	1785
曰	1786
面	1787
眼	1788
心情	1789
力	1790
帮中	1791
掌心	1792
加害	1793
偏	1794
决无	1795
瞪	1796
数十	1797
极是	1798
短剑	1799
一阳指	1800
谢大侠	1801
天龙	1802
是从	1803
马蹄声	1804
沉重	1805
夹	1806
倒退	1807
一层	1808
天色	1809
打个	1810
喜	1811
身来	1812
交情	1813
晃动	1814
慈悲	1815
万分	1816
胆敢	1817
老爷	1818
快活	1819
树枝	1820
赶来	1821
回归	1822
耳朵	1823
停步	1824
功	1825
老前辈	1826
丛中	1827
禅杖	1828
旗	1829
好意	1830
已知	1831
留在	1832
之物	1833
劲	1834
顿	1835
不识	1836
手脚	1837
退出	1838
船舱	1839
史火龙	1840
彭和尚	1841
薛慕华	1842
定闲师	1843
识	1844
两根	1845
干干净净	1846
他知	1847
夺	1848
肉	1849
宝剑	1850
老儿	1851
啪啪	1852
平平	1853
化解	1854
闻	1855
几分	1856
之处	1857
闪电	1858
王爷	1859
宫女	1860
交	1861
双腿	1862
一击	1863
找寻	1864
挂	1865
无可	1866
几日	1867
半截	1868
学武	1869
山坡	1870
折断	1871
长大	1872
侧身	1873
我来	1874
内伤	1875
大是	1876
意料之外	1877
皱眉	1878
丁丁当当	1879
耳边	1880
门口	1881
所学	1882
不休	1883
龙门	1884
任大	1885
逍遥派	1886
大胆	1887
观看	1888
说出	1889
应	1890
睁	1891
招呼	1892
头颈	1893
该死	1894
途中	1895
身手	1896
落下	1897
看时	1898
报	1899
只能	1900
关心	1901
卑鄙	1902
不说	1903
胡子	1904
缥缈	1905
蝠王	1906
汝阳王	1907
纵声	1908
现身	1909
猜想	1910
危急	1911
未曾	1912
怦怦	1913
怎知	1914
告辞	1915
必有	1916
可要	1917
背影	1918
山峰	1919
便似	1920
时刻	1921
迟疑	1922
昨晚	1923
何用	1924
庙	1925
现	1926
可怖	1927
要说	1928
匕首	1929
空性	1930
寒毒	1931
玄冥	1932
段郎	1933
昇	1934
郑萼	1935
取胜	1936
犯	1937
深谷	1938
碰	1939
招架	1940
胆子	1941
无异	1942
帮众	1943
打了个	1944
再行	1945
大作	1946
三步	1947
片刻之间	1948
几位	1949
黄金	1950
张君宝	1951
僧众	1952
群僧	1953
褚万里	1954
萧峰心	1955
在内	1956
饮	1957
有点儿	1958
一辈子	1959
五指	1960
中有	1961
数里	1962
男	1963
禀告	1964
地向	1965
几招	1966
胡乱	1967
胡闹	1968
晚上	1969
有趣	1970
几次	1971
之理	1972
狼狈	1973
本帮	1974
赞道	1975
出门	1976
蹿	1977
飞刀	1978
房门	1979
动静	1980
不信	1981
恼	1982
数招	1983
破解	1984
参与	1985
朝廷	1986
情状	1987
武艺	1988
素来	1989
劲风	1990
这么一来	1991
兵	1992
不妥	1993
眼色	1994
首领	1995
有余	1996
说些	1997
岩石	1998
斜身	1999
强敌	2000
医治	2001
浑厚	2002
安慰	2003
心事	2004
侠义	2005
祖师	2006
四肢	2007
助	2008
原来如此	2009
殷	2010
殷姑娘	2011
步	2012
范骅	2013
慕容先生	2014
绿竹翁	2015
游迅	2016
动弹	2017
忽见	2018
林中	2019
禀报	2020
痛	2021
若有	2022
不忍	2023
试试	2024
用心	2025
豪杰	2026
随口	2027
一呆	2028
比剑	2029
打架	2030
守	2031
道长	2032
矮子	2033
拚命	2034
笑话	2035
戴	2036
狠辣	2037
仗	2038
我见	2039
丑	2040
画	2041
终身	2042
空中	2043
八名	2044
温柔	2045
阳	2046
装	2047
保护	2048
当先	2049
料	2050
呼喝	2051
这招	2052
药物	2053
老道	2054
之徒	2055
福州	2056
梅庄	2057
乖乖	2058
脚	2059
掠过	2060
难免	2061
抬起头来	2062
无用	2063
毁	2064
累	2065
向上	2066
凶手	2067
绕	2068
帮会	2069
苦头	2070
急速	2071
大踏步	2072
硬	2073
钻入	2074
臂	2075
万	2076
过招	2077
拆解	2078
所使	2079
六位	2080
教中	2081
卫璧	2082
高老者	2083
驸马	2084
令狐冲听	2085
乘马	2086
七人	2087
言道	2088
声名	2089
狠狠	2090
随便	2091
病	2092
心惊	2093
不顾	2094
问起	2095
明日	2096
躬身行礼	2097
样子	2098
不须	2099
声势	2100
酒杯	2101
世	2102
师徒	2103
参见	2104
之势	2105
面面相觑	2106
踌躇	2107
泄漏	2108
翻身	2109
空见	2110
天门道人	2111
是非	2112
嘴里	2113
甚高	2114
索性	2115
轻易	2116
剑锋	2117
打扮	2118
一众	2119
无耻	2120
封万里	2121
投入	2122
颤动	2123
折磨	2124
危难	2125
仔细	2126
冒充	2127
一拍	2128
第三	2129
一模一样	2130
使者	2131
两块	2132
三弟	2133
掳	2134
外公	2135
黑索	2136
凌波微	2137
汪帮主	2138
纵马	2139
骗人	2140
之地	2141
笑嘻嘻	2142
此番	2143
衣襟	2144
迷迷糊糊	2145
发颤	2146
共有	2147
情由	2148
像是	2149
可笑	2150
可知	2151
学会	2152
反击	2153
一揖	2154
杀害	2155
各有	2156
棋局	2157
掌棒龙头	2158
桃	2159
黑木崖	2160
故事	2161
蒙	2162
朱	2163
仰天	2164
饿	2165
直至	2166
心思	2167
逝世	2168
惹	2169
摇晃	2170
烦恼	2171
怔怔	2172
出神	2173
小丫头	2174
脱	2175
部属	2176
男子汉	2177
站立	2178
迎接	2179
浑	2180
一想	2181
自有	2182
机关	2183
骑马	2184
本寺	2185
辽	2186
独孤九剑	2187
第一个	2188
明	2189
刺入	2190
闹	2191
腹中	2192
清道	2193
一酸	2194
黯然	2195
耿万钟	2196
使劲	2197
丁	2198
刺去	2199
开去	2200
取过	2201
草丛	2202
膻中	2203
玩	2204
冷	2205
指向	2206
多年	2207
双膝	2208
毕	2209
张三	2210
圣	2211
吴长老	2212
美	2213
东	2214
侧头	2215
头来	2216
递	2217
美丽	2218
解	2219
俱	2220
右肩	2221
任由	2222
情形	2223
客人	2224
家中	2225
呻吟	2226
何人	2227
甘心	2228
有理	2229
铁	2230
七伤	2231
渡厄	2232
无崖子	2233
大不相同	2234
嘴巴	2235
手执	2236
便来	2237
肚子	2238
穿过	2239
属	2240
花万紫	2241
一闪	2242
点点头	2243
吃饭	2244
引	2245
斜眼	2246
他杀	2247
治	2248
这日	2249
自当	2250
缓步	2251
阴阳	2252
竟有	2253
懂得	2254
嫌	2255
忽道	2256
天地	2257
不安	2258
挖	2259
未能	2260
这部	2261
眼珠	2262
洛阳	2263
酒保	2264
芷	2265
执法长老	2266
华赫艮	2267
桃叶仙	2268
